45	-2e-05	-1e-05	-2e-05	-1e-05	7e-05	-1e-05	-1e-05	0	0
46	-2e-05	-1e-05	-2e-05	-1e-05	7e-05	-1e-05	-1e-05	0	0
48	-2e-05	-1e-05	-2e-05	-1e-05	7e-05	-1e-05	-1e-05	0	0
49	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
50	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
51	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
52	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
53	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
54	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
55	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
56	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
57	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
58	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
59	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
60	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
61	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
62	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
63	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
64	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
65	-1e-05	1e-05	2e-05	-2e-05	-5e-05	0	0	-2e-05	0
66	0	0	4e-05	8e-05	-8e-05	2e-05	-1e-05	1e-05	0
67	-2e-05	0	-1e-05	5e-05	0.00016	-1e-05	-1e-05	-1e-05	0
68	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
69	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
70	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
71	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
72	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
73	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
74	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
75	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
76	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
77	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
78	-1e-05	-3e-05	-3e-05	-4e-05	3e-05	-1e-05	0	-1e-05	0
79	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
80	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
81	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
82	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
83	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
84	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
85	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
86	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
89	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
90	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
91	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
92	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
93	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
94	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
95	0	-1e-05	-7e-05	0	0.00013	1e-05	0	0	0
96	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
97	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
98	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
99	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
100	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
101	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
102	-2e-05	-1e-05	-5e-05	-7e-05	-5e-05	-1e-05	-2e-05	1e-05	0
103	-2e-05	-3e-05	3e-05	0.00011	-2e-05	-1e-05	-1e-05	-2e-05	0
104	-2e-05	-3e-05	3e-05	0.00011	-2e-05	-1e-05	-1e-05	-2e-05	0
105	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
106	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
107	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
108	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
109	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
110	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
111	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
112	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
113	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
114	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
115	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
116	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
117	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
118	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
119	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
120	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
121	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
122	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
123	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
124	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
125	-2e-05	-4e-05	-7e-05	2e-05	8e-05	1e-05	0	-2e-05	0
126	-2e-05	-1e-05	2e-05	0	0.00012	-1e-05	0	-1e-05	0
127	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
128	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
129	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
130	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
131	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
132	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
133	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
134	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
135	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
136	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
138	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
140	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
141	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
142	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
143	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
144	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
145	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
146	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
147	1e-05	3e-05	6e-05	-0.0001	-0.00017	-2e-05	-2e-05	-2e-05	0
148	-2e-05	-5e-05	-7e-05	0.00011	9e-05	-1e-05	-1e-05	-3e-05	0
149	-1e-05	-1e-05	2e-05	-3e-05	-0.00013	-4e-05	0	-2e-05	0
150	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
151	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
152	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
154	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
155	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
156	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
157	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
158	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
159	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
160	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
161	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
162	0	-3e-05	3e-05	0.00011	3e-05	-1e-05	-2e-05	0	0
163	0	1e-05	-4e-05	0	5e-05	-1e-05	0	-2e-05	0
164	0	1e-05	-4e-05	0	5e-05	-1e-05	0	-2e-05	0
165	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
166	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
167	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
168	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
169	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
170	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
171	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
172	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
173	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
174	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
175	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
176	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
177	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
178	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
179	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
180	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
181	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
182	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
183	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
184	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
185	-3e-05	-2e-05	-4e-05	-8e-05	-9e-05	0	0	-1e-05	0
186	0	-1e-05	-2e-05	-6e-05	-0.00015	-1e-05	-2e-05	-1e-05	0
188	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
190	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
191	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
192	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
193	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
194	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
195	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
196	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
197	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
198	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
199	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
200	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
201	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
202	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
203	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
204	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
205	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
206	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
207	-1e-05	-2e-05	-6e-05	2e-05	0.00012	1e-05	0	-1e-05	0
208	-2e-05	0	1e-05	-1e-05	-8e-05	-1e-05	-1e-05	-1e-05	0
209	-2e-05	0	1e-05	-1e-05	-8e-05	-1e-05	-1e-05	-1e-05	0
210	-2e-05	-3e-05	-8e-05	-6e-05	-6e-05	-2e-05	-1e-05	1e-05	0
211	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
212	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
213	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
214	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
215	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
216	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
217	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
218	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
219	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
220	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
221	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
222	-1e-05	0	0	5e-05	-4e-05	-1e-05	-3e-05	-3e-05	0
223	-2e-05	-2e-05	-4e-05	-4e-05	6e-05	-3e-05	-3e-05	0	0
224	-2e-05	-2e-05	-4e-05	-4e-05	6e-05	-3e-05	-3e-05	0	0
225	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
226	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
227	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
228	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
229	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
230	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
231	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
232	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
233	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
234	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
235	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
236	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
239	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
240	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
241	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
242	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
243	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
244	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
245	1e-05	-2e-05	0	1e-05	1e-05	-1e-05	2e-05	0	0
246	1e-05	2e-05	-6e-05	-7e-05	1e-05	-1e-05	-1e-05	0	0
247	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
248	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
249	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
250	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
251	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
252	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
255	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
256	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
257	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
258	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
259	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
260	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
261	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
262	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
263	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
264	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
265	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
266	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
267	-4e-05	-5e-05	-5e-05	-2e-05	-0.0001	-3e-05	-1e-05	-1e-05	0
268	-1e-05	-1e-05	-2e-05	1e-05	8e-05	2e-05	0	1e-05	0
269	-1e-05	-1e-05	-2e-05	1e-05	8e-05	2e-05	0	1e-05	0
270	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
271	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
272	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
273	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
274	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
275	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
276	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
277	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
278	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
279	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
280	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
281	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
282	-1e-05	-1e-05	0	-1e-05	-8e-05	-1e-05	-2e-05	-1e-05	0
283	-2e-05	1e-05	0	-4e-05	-2e-05	-2e-05	-2e-05	-2e-05	0
284	-2e-05	1e-05	0	-4e-05	-2e-05	-2e-05	-2e-05	-2e-05	0
285	-2e-05	1e-05	0	-4e-05	-2e-05	-2e-05	-2e-05	-2e-05	0
287	-2e-05	1e-05	0	-4e-05	-2e-05	-2e-05	-2e-05	-2e-05	0
290	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
291	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
292	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
293	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
294	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
295	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
296	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
297	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
298	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
299	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
300	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
301	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
302	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
303	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
304	-1e-05	-4e-05	0	0.00018	0.00016	-2e-05	-1e-05	-3e-05	0
305	-1e-05	-1e-05	-3e-05	-4e-05	-0.0001	-1e-05	0	-2e-05	0
306	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
307	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
308	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
309	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
310	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
311	-1e-05	1e-05	6e-05	2e-05	2e-05	0	-2e-05	0	0
312	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
313	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
314	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
315	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
316	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
317	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
318	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
319	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
320	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
321	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
322	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
323	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
324	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
325	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
326	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
327	0	1e-05	3e-05	-4e-05	0.0001	-2e-05	-2e-05	-1e-05	0
328	0	-1e-05	-2e-05	-4e-05	-7e-05	2e-05	0	-1e-05	0
329	0	-1e-05	-2e-05	-4e-05	-7e-05	2e-05	0	-1e-05	0
330	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
331	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
332	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
333	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
334	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
335	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
336	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
338	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
339	-1e-05	-2e-05	-2e-05	-3e-05	-4e-05	-1e-05	-1e-05	-1e-05	0
